ID,Original_Row,Question,Answer,Extraction_Method,Confidence,Question_Length,Answer_Length
536,1948,"ミーティングではいろんなアイデアを出し合っていると思うが。
ROW_2623:",ミーティングに出てないのになんでわかるのかちょっとわからないですけど（笑）。どのチームももちろんやってるんじゃないかと思うし。僕はもちろんここは2チーム目なのでほかのチームと比較することはできないですけど、ミーティングはしっかりやっていると思います。,split_from_long,medium,39,125
537,1948,"ヤンキースとドジャースの歴史的な対戦になにか感じているか。
ROW_4206:",そうですね、特別な試合だとはもちろん思いますし、ただ僕自身は初めてなので、なるべく冷静に自分のプレーをできるようにしたいなと思っています。,split_from_long,medium,39,69
538,1948,"打ててほっとしたというのは、周囲からの期待が大きかったからか。　それともこういう場所で打たなければいけないという思いからか。
ROW_2525:",んー、まあ自分が打ってみたいなと。こういう、なかなかある機会ではない試合でそういう1本を打ってみたいなというところでいうとやっぱり。打てて自分の中で1つホッとしたところはあるのかなと思います。,split_from_long,medium,72,96
539,1948,"今月のスランプの原因は。
ROW_3003:",100％自分の、なんていうんですかね、動きというか技術的な部分かなとは思いますね。,split_from_long,medium,22,41
540,1948,"特別な夜になったのでは。
ROW_3300:",そうですね、1打席目からよかったですし、最後もうひとつ仕事をしていい追加点をとれれば、もちろんいちばんよかったですけど。全体的にはよかったかなと思います。,split_from_long,medium,22,77
541,1948,"スパイクを変えた理由は。
ROW_2095:",いや送られてきて、かっこいいなと思ったので、変えました。,split_from_long,medium,22,28
542,1948,"足の痛みや打撃への影響は。
ROW_2214:",ハムストリング（太ももの裏）ですかね。えっと、だいぶよくなっていると思います。,split_from_long,medium,23,39
543,1948,"質も量もという感じですか。
ROW_4047:",質よりどれだけ寝たかを僕は気にしているので、はい。寝れば寝るほど自分の中ではいいかなと思っています。,split_from_long,medium,23,50
544,1948,"右ひじのリハビリについて。
ROW_2636:",今の感覚は前回（2018年）の感覚よりは、だいぶ進んでいるとは思うので。んー、まあ右肩上がりではもちろん来てるかなとは思いますけど。その中でもまた1歩下がって、また少し上がっていくという段階はこれからの方が。これから先の、手術のプロセスの段階の方がそういうのが多いと思うので。もちろん1回目で慣れてはいますけど、そこは理解しておく必要があるかなと思います。,split_from_long,medium,23,178
545,1948,"不調のときの修正について。
ROW_2657:",どうですかね。やる自分が大体、調子が悪くなってくるのはこういう原因があるんじゃないかというのは、年を重ねれば重ねるほど傾向がわかるんじゃないかと思うので。もちろん新しいことも出てきますけど、基本的にはなんでしょうね。これをやればいい方向に進んでいくんじゃないかという引き出しは多くなるんじゃないかと思うので。そういう意味では、やっぱり年数を重ねていったほうがそういう波みたいなものも当然少なくなるんじゃないかなと思います。,split_from_long,medium,23,211
546,1948,"睡眠で気をつけたことは。
ROW_4537:","ドクターに言われているのは、なるべく固定してというか、枕をはさんで固定したりとか、寝てないときは逆に動かして、固まらないようにするのがいいとは言っていました。最新記事
RSS
福留孝介さんに聞く MLB2025年はここが面白い。2025シーズン開幕。MLBに挑む日本選手たち
大谷翔平語録 2025
大谷翔平語録2024 ～ポストシーズン編④～
大谷翔平語録2024 ～ポストシーズン編③～。",split_from_long,medium,22,196
547,1948,"バッターとしてキャリアの中でもいい成績を残している。フィールド内外で対応しないといけない問題もあったが、乗り越えられた？
ROW_1977:",そうですね、最初の方はいろいろあったので、ちょっと睡眠が足りてないなという日がちょっと続いてましたけど、最近は時間にもだいぶ余裕が出ているので、いい睡眠をとって１日１日大事にプレーできてるかなと思います。,split_from_long,medium,70,102
548,1948,"ホームランを打たれたレッドソックスのハウク投手が「スプリットが真ん中に入ってしまった」と話していたが感触はどうだったか。
ROW_2495:",ちょっと（バットの）先気味でしたけど。いい角度で（打球が）上がっていたので、十分入るんじゃないかなとは思いました。,split_from_long,medium,70,57
549,1948,"7回のフォアボールで出塁して盗塁、ベッツ選手のタイムリーでホームに帰った一連のプレーは試合の中でどんな意味があった？
ROW_3084:",んー、どうですかね、まあ結果的にそういう流れになっているのでいいイニングだったなとは思いますけど。やっぱり中継ぎも、もちろん打たれたあと入ってくるピッチャーたちも踏ん張っていましたし、そこがいちばん試合を作る上では大きかったのかなとは、流れを渡さなかったという意味ではすごい、大きかったのかなと思います。,split_from_long,medium,68,152
550,1948,"古巣に戻ってきて特別な気持ちはあった？
ROW_3155:",レギュラーシーズン初めてだったので、もちろん楽しみにしていましたし、勝ちたいなというのがやっぱりいちばんだったので、いい形で勝ててよかったなと思います。,split_from_long,medium,29,76
551,1948,"高いレベルで健康にプレーできた要因は？
ROW_3431:",毎日同じルーティーンをしっかりとこなせたと思いますし、それに伴って周りの人のサポート、僕1人のルーティーンではもちろんできないので、毎日同じ時間に同じことをなるべくできるようなスケジュールというのをまず話し合いながらできたのがよかったのかなと思います。,split_from_long,medium,29,126
552,1948,"ホームランはフェアになる自信はあった？
ROW_3126:","きのうもフェアになるんじゃないかなと思って切れたので（※前日の試合第1打席にライトポール際に特大のファウルボール）、どうかなと思いましたけど、しっかりと残ってくれていたのでよかったです。〈日本メディア〉
。",split_from_long,medium,29,103
553,1948,"レギュラーシーズンでいちばん記憶に残っているシーンは？
ROW_3427:",いちばんはわからないですかね、そのときそのときでやっぱりうれしさもありますし、これからまだポストシーズンあるので、あまり今シーズンをすごく振り返るということはないので、それよりいい思い出がこの先来るように努力したいなと思っています。,split_from_long,medium,37,116
554,1948,"（パドレスの本拠地）ペトコパークの雰囲気はどうだった？
ROW_3692:",いや、盛り上がっててすばらしかったですね、はい。ポストシーズンだなという。,split_from_long,medium,37,37
555,1948,"25盗塁連続で失敗なしだが、どういう過程を踏んでいるのか。
ROW_3245:",んー、まあいかにセーフになるかよりはしっかりとリスクを考えて、アウトになる確率の低い中でしっかり進塁できればそれは理想だと思うので。そこの考えのもとしっかりと盗塁も企画できればいいんじゃないかなと思います。,split_from_long,medium,39,103
556,1948,"いい成績を残せている理由は状態のよさ？
ROW_1982:",んー、どうなんですかね。状態もいい方だと思いますけど、６年間でいちばんこう、７年間か、６年間７年間でいちばんいいかと言われるとちょっとわからないので、まあ、みんな打席の中でいろいろ工夫しながら、打線としていい打席がみんな多いんじゃないかと思うので。そのなかの１人として、少しずついい打席が増えているかなと思います。,split_from_long,medium,29,157
557,1948,"いちばん満足している成績と、ここは伸ばしたいという成績は。
ROW_2603:",まあ出場できている試合が多いというのがまずいちばん、数字的には。残した数字というよりは、基準となる数字としてはいいところかなと思いますし。反省しなきゃいけない所はいっぱいあると思うので、これ1つということはなくて。出た試合で必ず反省点は出るので。それを後半にしっかりつなげて、またその先につなげたら十分にいいシーズンかなと思えるんじゃないかと思います。,split_from_long,medium,39,176
558,1948,"シーズン当初は力みもあったと思うが、どう改善してきた？
ROW_3883:","シーズン当初は早くチームの一員になれるといいなというか、それを結果で示したいなというのが気持ち的に先行していたのかなというのが、今思うとちょっと強いかなとは思うので、後半になるにつれてそういう気持ちもちょっとずつ抜けてきて、本当に自分本来の打席というのが多くなってきたのかなという印象は受けます。＜日本メディア＞
。",split_from_long,medium,37,158
559,1948,"去年よりもパワーが増していると感じる？
ROW_2775:",どうなんですかね、まあ走る方もしっかりと、いいのはやっぱり動けている証拠かなと思うので、それがまあ、パワーという面でもいい方向に作用しているのかなと思います。,split_from_long,medium,29,79
560,1948,"家ではあまり野球のことを考えずにリラックスして過ごせるか。
ROW_2665:",どっちもありますね。球場ではなるべく、ぎゅっとしたいというだけであって、家でもちろん考えるときもありますし。考えない方がいいなと思うときももちろんあるので。それは場合によるかなと思います。,split_from_long,medium,39,94
561,1948,"最近はボール球をほとんど振っていない。どう修正したのか。
ROW_2074:",んー、さっき言ったとおり同じ位置で同じように構えるというのが、まず同じようにボールを見ることに対してはいちばん大事なことではあるので、まあ動く前の段階がやっぱりいちばん大事かなと思います。,split_from_long,medium,38,94
562,1948,"記念のボールはもらったのか？
ROW_2970:",わかんないですね、ちょっと今そのまま来たので、はい。,split_from_long,medium,24,26
563,1948,"始球式は誰のアイデアだった？
ROW_3352:",もともと決まっていたので、やる日というかボブルヘッドの日は決まっていたので。んー、誰のアイデアなんですかね。まあやってみようか、みたいな感じで。できるんじゃないのみたいな、はい。まあ失敗してもそれはそれでいいのかなという感じでやりました。,split_from_long,medium,24,119
564,1948,"完封した先発のストーン投手のピッチングの印象は。
ROW_2320:",もうすばらしかったですね。気づいたら回が終わっているような、そのくらい早いテンポでリズムよく投げていました。,split_from_long,medium,34,54
565,1948,"チームメートからの祝福を受けている時の気持ちは？
ROW_2980:",（笑顔を見せながら）いや、もう単純にすごいうれしかったですね、やっぱり。勝てたのがやっぱり何よりもうれしいと思うので。僕自身もそうですし、（帰るチームメートから目線をもらってさらに笑顔を見せて）はい、うれしかったですね（笑）。,split_from_long,medium,34,113
566,1948,"数字を残すことよりも難しい？
ROW_3894:",（試合に）出ないとやっぱり残らないですから、数字も残らないものだと思うので、そこはやっぱり自分だけではなくて、やっぱりまわりのサポートも必要ですし、メディカルスタッフのサポートももちろん必要なことではあるので、そこはやっぱり長いシーズンを乗り切る上ではいちばん大事なことかなと思います。,split_from_long,medium,24,143
567,1948,"あすのレッドカーペットは。
ROW_2673:",その予定ではいます。,split_from_long,medium,23,10
568,1948,"感情的になる場面はあった？
ROW_3164:",そうですね、アナハイムのファンの人たちの前でプレーできるというのがまずいちばんかなと思うので、本当に感謝しかないですし、本当にここでプレーできたというのが自分にとって大きなことだったなと思います。,split_from_long,medium,23,98
569,1948,"81試合終わって折り返しだが、振り返ってチームとの関わりは。
ROW_2379:",まあ時間がたつにつれて、やっぱりこの人はどういう人なんだなとか、チーム全体としての印象もそうですけど、まず何回も言っていますけど、自分がドジャースという球団、チームメートに慣れる必要があるんじゃないかと思うので、そういう意味ではいい前半戦だったなというか、すばらしい前半戦だったなと思います。,split_from_long,medium,40,146
570,1948,"ホームランとヒットを打ったが、復調のきっかけをつかんだ？
ROW_2175:",まあ、よくなるように毎日やってますし、いい日もあれば悪い日ももちろんあるので、それを毎日チェックしながらやってる感じかなと思います。,split_from_long,medium,38,66
571,1948,"もしＭＶＰを受賞したら、自分にとってどのくらい大きいことか。
ROW_2461:",すごく光栄なことですし、ここに出られること自体すばらしく光栄なことですけど。そこでＭＶＰを取る選手は、もちろんそれだけ名誉なことだとは思います。,split_from_long,medium,40,72
572,1948,"ホームラン競争に出てほしいというファンからの期待については。
ROW_2688:",ことしちょっと特別だったので。まだそんなに、シーズン中のケージワーク（打撃練習）の本数もまだ制限はしているので。そういう意味では、あまりハードワーク過ぎるなというのがちょっと懸念点ではあって、（今回は）辞退したので。,split_from_long,medium,40,108
573,1948,"いつからしっかり寝られるようになった？
ROW_1990:","まあいろいろとこう、ものごとが進展して、いろいろ新しいことがわかって、自分のやるべきことを出して、ものごとがいったん解決した段階では僕の方からやることはなくなったので、その段階でかなと思います。〈日本メディア〉
。",split_from_long,medium,29,107
574,1948,"ニューヨークの街にはどんな印象がある？
ROW_4059:",そうですね、前回来たときに、（山本）由伸とか、日本人の方と一緒にご飯を食べたぐらいです。あとはＭＶＰの発表のときに来させてもらったりとかぐらいなので。あとは本当にバスから眺めてる感じでしか印象がないというか、あまりまだどこかに行ったりとかみたいな感じはないです。,split_from_long,medium,29,131
575,1948,"この試合に勝つことはチームにとってどれくらい大事だったか。
ROW_3212:",まずしっかりと最初の1、2試合目とって、きのう負けてしまいましたけど、みんなしっかりと気持ちを切り替えてきょういいゲームができたというのはチーム的にすごく大きいですし。同地区のライバルに勝てたというのはすごい大きいことだと思います。,split_from_long,medium,39,116
576,1948,"ほかの選手たちとの交流、会話について。
ROW_2541:",（笑）デラクルーズ選手はもう会ったので、朝。エレベーターで。ことばを交わしました。,split_from_long,medium,29,41
577,1948,"デコピンの始球式はどれくらい練習した？
ROW_3322:",2、3週間、やりました。1回ここにも来て予習もしましたし、はい。,split_from_long,medium,29,32
578,1948,"スイングの状態はどのように改善していきたいか。
ROW_4023:",感覚自体は悪くないとは思っているので、大きく変えるよりは、シーズン中によかったポイントをしっかり継続していくというのがこの短期（決戦）においては、結果を残していく上では大事かなとは思うので、それをきょうあすとまたやりたいなと思います。,split_from_long,medium,33,117
579,1948,"声をかけられたから？自分の判断？
ROW_2369:",いや、もう本当に、最初は入ってくれないかなというか、越えてくれないかなと思って見ていたので、バットをちょっと持ちすぎていたので、クレイトン（一塁コーチ）に「置いてけ」って感じで言われて、自分でそのあとに踏んだかどうかわからなかったので一応戻ったって感じですかね。,split_from_long,medium,26,131
580,1948,"状態が上がったり下がったりという経験はあるか。
ROW_2640:",1回目はもちろんありましたね。でも2回目はもうそういうものだと思っているので、あまりそう思うことはないかと思いますね。,split_from_long,medium,33,59
581,1948,"いずれも球場には来ていた？
ROW_4311:",球場には来ていました。,split_from_long,medium,23,11
582,1948,"1年間振り返って、いちばん記憶に残った功績、出来事は？
ROW_3395:",いろいろ、もちろん記録とかいろいろありましたけど、まずは1年間しっかりと安定して出られたのがいちばん自分の中でよかったですし、それに伴ってケアをしてくれた人たちもそうですし、サポートしてくれた人たちにまず感謝したいと思います。,split_from_long,medium,37,113
583,1948,"そういう意味できょうの打席の手応えと反省は。
ROW_2091:",まあ出ていればやっぱり打つ打たない結果は必ず出てくるので、まあいい打席も反省するところもありますし、悪い打席ももちろん見直さないといけないところはたくさんあるので、そこは毎日毎日、毎回言ってますけど、進歩できるように、またラインナップにしっかり順応できるように、そこがいちばん大事かなと思います。,split_from_long,medium,32,148
584,1948,"試合で対戦したい投手は。
ROW_2550:",対戦したい相手。誰が投げるのかちょっと分からないので、はい。全員すばらしい投手ですし、出てきたピッチャーと対戦を楽しみにしたいなと思います。,split_from_long,medium,22,70
585,1948,"「50－50」を意識し始めたのはいつ？
ROW_3121:",あまり意識しないようにはもちろんしているので、それよりは自分のいい感覚の打席を増やしたいなと思っていますし、走塁では行けるときにしっかり進塁できれば、それが盗塁じゃなかったとしても、タッチアップだとしても、しっかり進塁する意識は持ちたいなと思っています。,split_from_long,medium,29,127
586,1948,"7回の2つの盗塁はなにがうまくいった？
ROW_3268:",常に、誰でもそうだと思いますけど、高い確率でセーフになるという自信があれば行くべきですし、1個でも多くの塁を詰めるべきだと思うので、シンプルですけど。さっきも言いましたけど、多く企画して失敗が多くて成功が多いよりも、それなりの企画数で高い成功数の方がいいんじゃないかなとは思っています。,split_from_long,medium,29,143
587,1948,"オールスターゲームへの気持ちは。
ROW_2407:",そうですね、それはもちろん出たいですね、ファン投票も特別だと思っているので、そこで出るというのが選手としてはいちばんうれしいんじゃないかと思います。,split_from_long,medium,26,74
588,1948,"そういう状況は緊張する？
ROW_3491:",どうですかね、集中しすぎてあんまり緊張してるとかどうのこうのとか考える感じではなかったかなと思いますね。,split_from_long,medium,22,52
589,1948,"ハーパー選手のどんな練習から学びを得たのか。
ROW_2499:",どんな練習をしているかはちょっと。言っていいかわからないので、本人いないですし。自分が見て勉強になったというところは本当のことではあるので。自分の練習にもちろん取り入れる部分もあるかと思いますし、その時その時で誰がどういうふうに取り組んでいるかというのは自分に取り入れるべきじゃないかなと思います。,split_from_long,medium,32,149
590,1948,"ホームランを打ったあとボールを眺めていたが。
ROW_2265:",まあそうですね、シチュエーションもシチュエーションでしたし、大きく試合が動くところではあったので、いい感覚だったなとは思います。,split_from_long,medium,32,64
591,1948,"40本40盗塁というのは目標にしていた？
ROW_3078:","まあ特に今シーズンはゴールは特に決めていなくて。本当に1試合1試合頑張りたいなと思っていますし、初めてのチームなので、はじめは慣れるところから、そのチームの特徴をつかみながらなじめればいいなと思っているので。だいぶ今慣れてきて、シーズンも後半に近づいているので、ポストシーズンに向けて自分のやることにしっかり集中したいなとは思っています。〈日本メディア〉
。",split_from_long,medium,30,179
592,1948,"相手からかなり厳しいコースを突かれているという感覚はあるか？
ROW_3742:","いや、変わらないですかね、そこはシーズン中と特に。攻め方というか、ボール自体の見え方とか来方（きかた）とかというのは特に大きく変わっている感じはしないので、（ストライク）ゾーンを保ってしっかり振るという、シンプルにそこだけかなとは思いますね。大谷翔平選手はスリーランホームランを含む2安打の活躍、試合終了からおよそ30分後に記者会見に臨んだ。すでに帰り支度を終え、白いＴシャツ姿で姿を見せた大谷選手は「ただただ楽しかった」と笑顔で試合を振り返った。
＜アメリカメディア＞
。",split_from_long,medium,40,237
593,1948,"40－40でサヨナラ満塁弾はキャリアの中でどの位置にあるか。
ROW_2942:",トップクラスの思い出にもちろんなりましたし。もっともっとこれから勝って、その記録を塗り替えられるように頑張りたいなと思います。＜日本メディア＞。,split_from_long,medium,40,72
594,1948,"スリーボールノーストライクからのホームランだったが、狙いは。
ROW_3070:",まあもちろんアグレッシブに行きたいなとは思っていましたけど。まあ相手からしたらね、そのあとやっぱりムーキー（ベッツ選手）もフレディー（フリーマン選手）も、テオ（ヘルナンデス選手）もいるし、まだまだケアしないといけないバッターがたくさん後ろに控えているので、甘くきたらこう、行くぞという姿勢をいつも、どのカウントもその姿勢だけは崩さないようにしたいなとは思っています。,split_from_long,medium,40,183
595,1948,"延長10回のベッツ選手のスリーランホームランはどう感じたか。
ROW_3168:",本当にさすがのひと言ですし、うちとしてはいちばんいい形で勝てたと思うので、逆に言えばエンジェルス的にはいちばんいやな形で得点されたのかなとは思うので、あすに自分たちがいい流れで入っていけるのかなと思います。,split_from_long,medium,40,103
596,1948,"地区シリーズを勝ち上がった今の気持ちは？
ROW_4071:",勝ててよかったなと。厳しいシリーズだったけど、いいゲームだったと思います。,split_from_long,medium,30,37
597,1948,"来シーズンの日本での開幕戦が決まり、気持ちは。
ROW_2879:",もちろん特別になると思いますし、カブスも日本の選手が多いので、日本の野球のファンの人にとっても特別じゃないかなと思います。まあ僕自身はリハビリ明けなので、まずはしっかりと投げられる状態に戻して開幕迎えるというのが来年はいちばん大事なことかなと思います。,split_from_long,medium,33,126
598,1948,"今シーズンいい走塁が出来るようになった要因は。
ROW_2929:",まあドジャースに来てからいろいろな人と話して、積極的に次（の塁）をまず狙っていく姿勢を作りたいなと思ってましたし、しっかりと自分の足を生かしていく方法をいろいろと探しながらコーチの人たちと話して。まあコミュニケーションをとるっていうのがいちばんなのかと思います。,split_from_long,medium,33,131
599,1948,"ボールがフェンスを越えた瞬間の気持ちは？
ROW_2920:",ちょっと最初わからなかったので。（外野手が）触っているかフェンスに当たっているかちょっとわからなかったので、審判が（手を）上げてくれてわかりました。,split_from_long,medium,30,74
600,1948,"前回の対戦で抑えられたメッツ先発のマナエア投手に対して1回にヒットを打ったが、今回はどういうアプローチで臨んだか？
ROW_4380:",まあ、いやな流れではありましたけど。まあ前回も抑えられているすばらしい投手ではあるので。なかなかこう自分の思いどおりに行くような打席は少ない、チャンス自体が少ないんじゃないかと思ってましたけど。まあ先頭打者として、しっかりとチームに流れを戻せるような仕事はしたいなと思っていたので、結果的に抜けてくれて、いい打席になったなと思います。,split_from_long,medium,67,167
601,1948,"エドマン選手がシリーズＭＶＰを受賞したように、誰もがＭＶＰ級の活躍をする可能性を持っている打線についてどう思うか？
ROW_4371:",まあトミー（エドマン選手）は間違いなくＭＶＰだと思っていますし。このシリーズだけじゃなくて、シーズンの途中から来ましたけど、本当に大きい仕事を、数字に残らないところも含めて、本当にすばらしい選手だなと思っていますし。誰かが調子悪いときに誰かがカバーするという、そういう試合が多かったと思うので、そういう意味では本当にすばらしい試合が多かったなと思っています。,split_from_long,medium,67,179
602,1948,"ＷＢＣ＝ワールド・ベースボール・クラシックの優勝の瞬間も感情をあらわにしていたが、大きな舞台で力を発揮できる秘けつは。
ROW_4113:",戦い方の違いはあると思いますけど、あまり多くを考えずに本当に自分のやることにまず徹したいなと思っていますし、チームとしてまず勝つことは大前提に、そこに対して自分がどれだけ貢献できるのかということを大事にしたいなと思っています。,split_from_long,medium,69,113
603,1948,"試合前にマンシー選手が、第2戦のあとに大谷選手からテキストメッセージを受け取ったと言っていたが、どんな思いだったのか。
ROW_4519:",「出られる」という、はい、気持ちというか。実際に検査を受けて、処置をすれば出られる状況だということだったので、それに対して自分のベストを尽くしますよということですね。,split_from_long,medium,69,83
604,1948,"リリーフのサウスポー、スコット投手に対して対策されていると感じるか？（このシリーズ3打席3三振）。
ROW_3687:",もちろんすばらしい投手ではあるので、こちら側がしっかりとしたアプローチ、しっかりとした状態で打席に立つことがいちばん大事かなと思います。,split_from_long,medium,59,68
605,1948,"ロバーツ監督はボール球に手が出てしまっていると言っていたが、自身でもそう感じているか。またそれをどう修正したいか。
ROW_4010:",ストライクゾーンの管理に関してはそこまで大きくずれてはないかなと思いますね。どちらかというと、ストライクゾーンで自分がスイングしにいったときに、ファウルになる、ポップフライになるというパターンの方がどちらかというと傾向的には今は強いかなとは思うので。ストライクゾーンの管理というよりは、ストライクゾーンに（ボールが）来たときに振ったときのアプローチの方かなと思っています。,split_from_long,medium,67,186
606,1948,"おとといの試合では出塁なしだった。調子がいいときと悪いときで、結果が出なかった試合のあとの過ごし方に違いは出る？
ROW_2304:","うーん、違いはないですかね。もちろん長いことシーズンいっぱいあるので、打てない日もありますし。ただその、なにがよくなかったのかということだけしっかり整理して、次の日に工夫してまた打席に立てれば、それが結果によって、プロセスによって、やっぱりここが良かったな、あれが悪かったんだなっていうのを繰り返し、162試合、まず1シーズンやる感じかなと思います。2日連続での取材対応となったこともあり時間は3分半ほど。球団新記録となる10試合連続打点をあげたことについて、毎年6月に絶好調になる要因などについて答えた。
〈アメリカメディア〉
。",split_from_long,medium,66,266
607,1948,"ジャッジ選手は大谷選手について「対戦するのが楽しみな選手」と言っていたが、大谷選手から見てジャッジ選手の存在は。
ROW_4299:",僕が言わなくても、もうすばらしい選手だというのはみなさん分かると思いますし、歴代でもトップに入るような選手が、この時代にヤンキースという球団でプレーしているというのは野球選手、野球ファンの人からしたらやっぱりそれだけで特別なことじゃないかなと思うので。プレーしている、野球をプレーしてもらっているということに、まずいちファンとして感謝したいですし、時代を代表している選手と一緒にフィールドでプレーできるということにまず感謝したいなと思います。,split_from_long,medium,66,221
608,1948,"ホームランのたびにファンからのリアクションがすばらしいが、ホームラン競争への出場について改めてどう考えているか。
ROW_2280:","まああの、話が来ていろいろ話していた途中だったんですけど、まあリハビリもあるので、なかなかボリュームも多いですし、今回はおそらく出ない方向で進むんじゃないかなと思います。〈日本メディア〉
。",split_from_long,medium,66,95
609,1948,"移籍1年目で、重圧やつらいこともあったと思うが、プレーオフも決まってここまで振り返ってどういうシーズンだったか。
ROW_3554:",プレッシャーみたいなものよりもやっぱり新しいチームに来てたくさん声援ももらいましたし、それはプレッシャーより励みの方につながっているかなとは今まで思いますね。,split_from_long,medium,66,79
610,1948,"舞台が上がっていく中で、気持ちだったり運だったり、技術だったり、最後に勝敗を分けるのはなんだと感じている？
ROW_4286:",それは全部じゃないですか、運ももちろん必要ですし、そこまで持って行く技術ももちろん必要ですし、すべてがその時の状況次第かなとは思いますし、全部が大事だなとは思います。,split_from_long,medium,63,83
611,1948,"暑いテキサスでのオールスターゲームで体力も消耗したと思うが、シーズン後半が始まるまで2日間をどう過ごしたいか。
ROW_2529:","まあ、もう早くＬＡに戻って。いい休日を過ごして、また後半戦しっかりといい野球ができる準備をしたいなと思います。7/15 オールスターゲーム前日会見
大リーグ、オールスターゲームの前日会見。出場する選手たちがグラウンドに一斉に並んで報道陣の取材に応じるのが恒例となっています。大谷選手が1年でもっとも長く囲み取材に応じる機会で、ことしはおよそ30分間、机の回りをぐるりと取り囲んだメディアからの質問に答えました。
＜アメリカメディア＞
。",split_from_long,medium,65,218
612,1948,"キャンプの時に「バッターに専念することでいい影響はあるか」と聞いたが、ここまで振り返って今そう言えると思うか。
ROW_2383:","どうなんですかね、まあ確実にその運動量が少ないので、リカバリーはしっかりとれるというのは間違いないと思うので、まあプラスやっぱりその毎年毎年経験を重ねるごとに、自分の中でもバッターとしても成長できているので、そこがいい成績に結びついているのかなと思います。〈日本メディア〉
。",split_from_long,medium,65,138
613,1948,"ペトコパークの雰囲気と相手チームの盛り上がりに対して、ドジャースも同じくらいの熱量を持ってプレーできているか。
ROW_3700:",チームの雰囲気はやっぱりいいんじゃないかなと思いますね。もちろん短期決戦に臨むにあたって、みんな気合いも入っていると思うし、もちろん勝ちたいという気持ちも出ているとは思うので。きょうも負けてはしまいましたけど、全体的な雰囲気というのはみんな勝ちに向かってるんじゃないかなと思います。,split_from_long,medium,65,141
614,1948,"この球場で自身過去2番目に大きいホームランだった。感触は？
ROW_2771:",打った感覚は今までの中でもトップじゃないかなというくらい、飛距離、飛距離というか打感（打った感触）もそうですし、角度も、全部がよかったんじゃないかなと思います。,split_from_long,medium,39,80
615,1948,"監督やコミッショナーに伝えたことはあるか？
ROW_2696:",現時点ではないですね。もちろん、そんなにすぐ会う頻度が多くはないので（笑）。そんなに簡単に話せることではないかなと思います。,split_from_long,medium,31,62
616,1948,"今回は後者であるべきだったけど、場面場面ですべてを変えていく。
ROW_4171:",あのときはあのときで、もう自分がそう思ってるというだけなので、そう思わなければいけないということではなくて、本当にそう思っているという、はい。,split_from_long,medium,41,71
617,1948,"ジャパン・ヘリテージ・ナイトで500打点も達成した思いは？
ROW_2295:",ふだんから多くの日本人も含めて、アジアの人たちも含めて、ファンの人に来てもらっているなとは感じているので。まあきょうはそういう特別な日ですし、なおさら多いなっていう印象は受けるので、そういう日にまず打てたこともそうですし、なにより勝てたことがよかったなと思います。,split_from_long,medium,39,132
618,1948,"ランナーいる場面では打率が7割を超えている。
ROW_3980:",まあ状況によって、いいバッティングが出来ればいいかなと思っています。きょうもそこまでフォアボールを一個は取りましたけど、それ以外の打席で、もうちょっと出塁して後ろにいい形でつなげれば、もう少し勝てる試合チャンスのある試合をこれまで作れたんじゃないかと思います。,split_from_long,medium,32,130
619,1948,"どんなことを考えている？
ROW_3809:",やりたいことがはっきりしているというか、もちろんある程度準備したことをしっかり冷静に考えながら、しっかりとピッチャーに対して気持ちが向いているという感じですかね。,split_from_long,medium,22,81
620,1948,"ホームランの時に一度一塁に戻ったのは踏み忘れたと思った？
ROW_2364:",そうですね、踏んだか踏んでないかわからなかったので、一応戻ったという感じですかね。,split_from_long,medium,38,41
621,1948,"グラウンド以外でリラックスするときは少し野球を忘れられるか。
ROW_2661:",んー、どうなんですかね。基本的にはあんまり球場にいないようにしてるので。なるべく集中して。球場にいるときは、なるべく集中してやることだけしっかりやりたいなと思っているので。そこを逆算して、トレーニングがある日ない日がありますけど。なので、なるべくむだな時間は球場にいるときは省きたいなと思ってます。,split_from_long,medium,40,149
622,1948,"思い出深い球場だが思い出すことはあった？
ROW_3651:",さっきも言いましたけど逆のベンチなので。あんまり一緒の感じはしなかったですね。,split_from_long,medium,30,39
623,1948,"エンジェルスはどれくらいフォローしている？
ROW_2051:",成績はちょっとわかんないですけど、まあ、たとえばオホッピー選手が調子いいなとか、そういうのは何か野球を見ていれば流れてくるものではあるので、そういうのは多少知ってはいます。,split_from_long,medium,31,86
624,1948,"これまでチャンスの場面でなかなか打ててなかったが、違いは？
ROW_2966:",きょうはっていうか、ここ数日は（打席での）見え方がやっぱりいいので。自分自身の調子がいちばんかなとはやっぱり思いますね、はい。,split_from_long,medium,39,63
625,1948,"期待された中で結果を出したことについて？
ROW_2957:",うれしいというよりホッとした感じが。まあ勝てて打ててよかったなというのが、まず入った瞬間はそんな感じだったので、はい。興奮というよりかは、ホッとした感じの方が強かったかなと思います。,split_from_long,medium,30,91
626,1948,"佐々木麟太郎選手が来ていたがやりとりは？
ROW_2005:",テキストはずっとしてましたね。なんかきょう来るって、練習が休みみたいな感じで言っていたので、まあ僕はもともと表にはあまり出ないので、本人がいろんな人のバッティング練習見て勉強したいみたいな話をしていたので、それはたぶん見たら勉強になるんじゃないのという話は、連絡のやりとりはしていました。,split_from_long,medium,30,144
